model,persona,role,rank,word,weight
cvae_P6_L1e-06,0,agent,1,said,1.437550663948059
cvae_P6_L1e-06,0,agent,2,had,0.9435717463493347
cvae_P6_L1e-06,0,agent,3,looked,0.9207194447517395
cvae_P6_L1e-06,0,agent,4,asked,0.8506414294242859
cvae_P6_L1e-06,0,agent,5,know,0.8226048946380615
cvae_P6_L1e-06,0,agent,6,felt,0.7805114388465881
cvae_P6_L1e-06,0,agent,7,thought,0.7637304067611694
cvae_P6_L1e-06,0,agent,8,have,0.7556367516517639
cvae_P6_L1e-06,0,agent,9,saw,0.7249888181686401
cvae_P6_L1e-06,0,agent,10,want,0.7034603953361511
cvae_P6_L1e-06,0,agent,11,wanted,0.6701837778091431
cvae_P6_L1e-06,0,agent,12,see,0.6130556464195251
cvae_P6_L1e-06,0,agent,13,sat,0.6093887686729431
cvae_P6_L1e-06,0,agent,14,came,0.5966196060180664
cvae_P6_L1e-06,0,agent,15,think,0.5920706391334534
cvae_P6_L1e-06,0,agent,16,say,0.5876832008361816
cvae_P6_L1e-06,0,agent,17,go,0.5505545139312744
cvae_P6_L1e-06,0,agent,18,feel,0.5380781292915344
cvae_P6_L1e-06,0,agent,19,put,0.528831422328949
cvae_P6_L1e-06,0,agent,20,left,0.5253889560699463
cvae_P6_L1e-06,0,agent,21,going,0.5163591504096985
cvae_P6_L1e-06,0,agent,22,do,0.5116390585899353
cvae_P6_L1e-06,0,agent,23,got,0.4819865822792053
cvae_P6_L1e-06,0,agent,24,stood,0.47687461972236633
cvae_P6_L1e-06,0,agent,25,come,0.4762522280216217
cvae_P6_L1e-06,0,agent,26,tell,0.4733106195926666
cvae_P6_L1e-06,0,agent,27,get,0.4462907612323761
cvae_P6_L1e-06,0,agent,28,look,0.41764071583747864
cvae_P6_L1e-06,0,agent,29,let,0.41584768891334534
cvae_P6_L1e-06,0,agent,30,like,0.40328752994537354
cvae_P6_L1e-06,0,agent,31,take,0.39908817410469055
cvae_P6_L1e-06,0,agent,32,remember,0.38614848256111145
cvae_P6_L1e-06,0,agent,33,need,0.366436630487442
cvae_P6_L1e-06,0,agent,34,understand,0.3616098165512085
cvae_P6_L1e-06,0,agent,35,hear,0.3554087281227112
cvae_P6_L1e-06,0,agent,36,read,0.3253461420536041
cvae_P6_L1e-06,0,agent,37,make,0.32232406735420227
cvae_P6_L1e-06,0,agent,38,spoke,0.303180068731308
cvae_P6_L1e-06,0,agent,39,ask,0.28394654393196106
cvae_P6_L1e-06,0,agent,40,help,0.26476719975471497
cvae_P6_L1e-06,0,agent,41,lay,0.25367048382759094
cvae_P6_L1e-06,0,agent,42,mean,0.2522878050804138
cvae_P6_L1e-06,0,agent,43,try,0.2507736384868622
cvae_P6_L1e-06,0,agent,44,find,0.2371501326560974
cvae_P6_L1e-06,0,agent,45,become,0.23074176907539368
cvae_P6_L1e-06,0,agent,46,believe,0.22839628159999847
cvae_P6_L1e-06,0,agent,47,answer,0.21929770708084106
cvae_P6_L1e-06,0,agent,48,stop,0.21561717987060547
cvae_P6_L1e-06,0,agent,49,love,0.2091301679611206
cvae_P6_L1e-06,0,agent,50,sitting,0.20855917036533356
cvae_P6_L1e-06,0,patient,1,tell,1.0126858949661255
cvae_P6_L1e-06,0,patient,2,see,0.9196027517318726
cvae_P6_L1e-06,0,patient,3,asked,0.8334198594093323
cvae_P6_L1e-06,0,patient,4,take,0.7121457457542419
cvae_P6_L1e-06,0,patient,5,saw,0.682714581489563
cvae_P6_L1e-06,0,patient,6,help,0.6637428998947144
cvae_P6_L1e-06,0,patient,7,ask,0.6443333625793457
cvae_P6_L1e-06,0,patient,8,thank,0.5832725167274475
cvae_P6_L1e-06,0,patient,9,know,0.5828156471252441
cvae_P6_L1e-06,0,patient,10,find,0.5799900889396667
cvae_P6_L1e-06,0,patient,11,love,0.5773897171020508
cvae_P6_L1e-06,0,patient,12,left,0.5737912654876709
cvae_P6_L1e-06,0,patient,13,put,0.5606977939605713
cvae_P6_L1e-06,0,patient,14,keep,0.541789174079895
cvae_P6_L1e-06,0,patient,15,get,0.5292107462882996
cvae_P6_L1e-06,0,patient,16,call,0.4948204755783081
cvae_P6_L1e-06,0,patient,17,watching,0.44908571243286133
cvae_P6_L1e-06,0,patient,18,gone,0.42476046085357666
cvae_P6_L1e-06,0,patient,19,married,0.4023343622684479
cvae_P6_L1e-06,0,patient,20,leave,0.3851248323917389
cvae_P6_L1e-06,0,patient,21,bring,0.37586018443107605
cvae_P6_L1e-06,0,patient,22,hurt,0.3711094260215759
cvae_P6_L1e-06,0,patient,23,meet,0.36964407563209534
cvae_P6_L1e-06,0,patient,24,asking,0.31539732217788696
cvae_P6_L1e-06,0,patient,25,remind,0.2972538471221924
cvae_P6_L1e-06,0,patient,26,stop,0.2926742434501648
cvae_P6_L1e-06,0,patient,27,visit,0.2924549877643585
cvae_P6_L1e-06,0,patient,28,leaving,0.27961409091949463
cvae_P6_L1e-06,0,patient,29,kill,0.27246013283729553
cvae_P6_L1e-06,0,patient,30,believe,0.2613939642906189
cvae_P6_L1e-06,0,patient,31,kiss,0.26127272844314575
cvae_P6_L1e-06,0,patient,32,join,0.24555237591266632
cvae_P6_L1e-06,0,patient,33,let,0.23479387164115906
cvae_P6_L1e-06,0,patient,34,protect,0.23093712329864502
cvae_P6_L1e-06,0,patient,35,touch,0.22379153966903687
cvae_P6_L1e-06,0,patient,36,force,0.22221596539020538
cvae_P6_L1e-06,0,patient,37,hold,0.21249274909496307
cvae_P6_L1e-06,0,patient,38,give,0.21003694832324982
cvae_P6_L1e-06,0,patient,39,show,0.2045082300901413
cvae_P6_L1e-06,0,patient,40,forgive,0.19690997898578644
cvae_P6_L1e-06,0,patient,41,send,0.19533950090408325
cvae_P6_L1e-06,0,patient,42,pull,0.19013908505439758
cvae_P6_L1e-06,0,patient,43,distract,0.17580431699752808
cvae_P6_L1e-06,0,patient,44,remember,0.16978967189788818
cvae_P6_L1e-06,0,patient,45,teach,0.16854675114154816
cvae_P6_L1e-06,0,patient,46,got,0.16154983639717102
cvae_P6_L1e-06,0,patient,47,hear,0.15917448699474335
cvae_P6_L1e-06,0,patient,48,approach,0.1583978831768036
cvae_P6_L1e-06,0,patient,49,watch,0.15100976824760437
cvae_P6_L1e-06,0,patient,50,want,0.14774014055728912
cvae_P6_L1e-06,0,possessive,1,head,1.074620246887207
cvae_P6_L1e-06,0,possessive,2,mother,1.0678561925888062
cvae_P6_L1e-06,0,possessive,3,face,1.0303763151168823
cvae_P6_L1e-06,0,possessive,4,hand,0.9630280137062073
cvae_P6_L1e-06,0,possessive,5,husband,0.8426937460899353
cvae_P6_L1e-06,0,possessive,6,hair,0.8321363925933838
cvae_P6_L1e-06,0,possessive,7,father,0.8320252299308777
cvae_P6_L1e-06,0,possessive,8,voice,0.8199663162231445
cvae_P6_L1e-06,0,possessive,9,life,0.811973512172699
cvae_P6_L1e-06,0,possessive,10,sister,0.7713153958320618
cvae_P6_L1e-06,0,possessive,11,room,0.7489305138587952
cvae_P6_L1e-06,0,possessive,12,body,0.7304561138153076
cvae_P6_L1e-06,0,possessive,13,mind,0.6823341250419617
cvae_P6_L1e-06,0,possessive,14,mouth,0.6818426847457886
cvae_P6_L1e-06,0,possessive,15,daughter,0.6724104285240173
cvae_P6_L1e-06,0,possessive,16,family,0.5988950133323669
cvae_P6_L1e-06,0,possessive,17,aunt,0.5786892771720886
cvae_P6_L1e-06,0,possessive,18,heart,0.5743297338485718
cvae_P6_L1e-06,0,possessive,19,arm,0.5607821345329285
cvae_P6_L1e-06,0,possessive,20,way,0.5530805587768555
cvae_P6_L1e-06,0,possessive,21,death,0.5517453551292419
cvae_P6_L1e-06,0,possessive,22,skin,0.5429767966270447
cvae_P6_L1e-06,0,possessive,23,son,0.5404185056686401
cvae_P6_L1e-06,0,possessive,24,brother,0.5369265675544739
cvae_P6_L1e-06,0,possessive,25,name,0.5278181433677673
cvae_P6_L1e-06,0,possessive,26,shoulder,0.526928186416626
cvae_P6_L1e-06,0,possessive,27,own,0.49380481243133545
cvae_P6_L1e-06,0,possessive,28,bed,0.481891393661499
cvae_P6_L1e-06,0,possessive,29,uncle,0.47170183062553406
cvae_P6_L1e-06,0,possessive,30,neck,0.4694250524044037
cvae_P6_L1e-06,0,possessive,31,throat,0.4628852605819702
cvae_P6_L1e-06,0,possessive,32,grandmother,0.4595576226711273
cvae_P6_L1e-06,0,possessive,33,mom,0.4530171751976013
cvae_P6_L1e-06,0,possessive,34,back,0.45172736048698425
cvae_P6_L1e-06,0,possessive,35,friend,0.447793573141098
cvae_P6_L1e-06,0,possessive,36,chest,0.4388861656188965
cvae_P6_L1e-06,0,possessive,37,phone,0.43467089533805847
cvae_P6_L1e-06,0,possessive,38,gaze,0.4224218726158142
cvae_P6_L1e-06,0,possessive,39,cheek,0.4165799021720886
cvae_P6_L1e-06,0,possessive,40,apartment,0.40838295221328735
cvae_P6_L1e-06,0,possessive,41,home,0.39583638310432434
cvae_P6_L1e-06,0,possessive,42,side,0.39098480343818665
cvae_P6_L1e-06,0,possessive,43,dress,0.3823077082633972
cvae_P6_L1e-06,0,possessive,44,stomach,0.36779820919036865
cvae_P6_L1e-06,0,possessive,45,chair,0.3653682768344879
cvae_P6_L1e-06,0,possessive,46,nose,0.357549250125885
cvae_P6_L1e-06,0,possessive,47,house,0.3529871702194214
cvae_P6_L1e-06,0,possessive,48,dad,0.35068896412849426
cvae_P6_L1e-06,0,possessive,49,breath,0.3291240334510803
cvae_P6_L1e-06,0,possessive,50,work,0.3238365054130554
cvae_P6_L1e-06,0,predicative,1,sure,0.7998281717300415
cvae_P6_L1e-06,0,predicative,2,sorry,0.6422392129898071
cvae_P6_L1e-06,0,predicative,3,right,0.6266545057296753
cvae_P6_L1e-06,0,predicative,4,afraid,0.6071929335594177
cvae_P6_L1e-06,0,predicative,5,girl,0.6054520606994629
cvae_P6_L1e-06,0,predicative,6,happy,0.5820683240890503
cvae_P6_L1e-06,0,predicative,7,old,0.4942130744457245
cvae_P6_L1e-06,0,predicative,8,good,0.4654654562473297
cvae_P6_L1e-06,0,predicative,9,tired,0.4650622308254242
cvae_P6_L1e-06,0,predicative,10,busy,0.4409758746623993
cvae_P6_L1e-06,0,predicative,11,ready,0.44007572531700134
cvae_P6_L1e-06,0,predicative,12,beautiful,0.42240554094314575
cvae_P6_L1e-06,0,predicative,13,aware,0.4176982343196869
cvae_P6_L1e-06,0,predicative,14,woman,0.416265070438385
cvae_P6_L1e-06,0,predicative,15,child,0.3877941370010376
cvae_P6_L1e-06,0,predicative,16,person,0.3525080382823944
cvae_P6_L1e-06,0,predicative,17,pregnant,0.33481648564338684
cvae_P6_L1e-06,0,predicative,18,angry,0.3183715045452118
cvae_P6_L1e-06,0,predicative,19,mother,0.31084027886390686
cvae_P6_L1e-06,0,predicative,20,dead,0.30763328075408936
cvae_P6_L1e-06,0,predicative,21,fine,0.2882276475429535
cvae_P6_L1e-06,0,predicative,22,lucky,0.2788776159286499
cvae_P6_L1e-06,0,predicative,23,asleep,0.27384305000305176
cvae_P6_L1e-06,0,predicative,24,sick,0.26782742142677307
cvae_P6_L1e-06,0,predicative,25,alone,0.2576296925544739
cvae_P6_L1e-06,0,predicative,26,sister,0.2572260797023773
cvae_P6_L1e-06,0,predicative,27,man,0.2519770562648773
cvae_P6_L1e-06,0,predicative,28,daughter,0.2391226440668106
cvae_P6_L1e-06,0,predicative,29,friend,0.2089388221502304
cvae_P6_L1e-06,0,predicative,30,nervous,0.19983895123004913
cvae_P6_L1e-06,0,predicative,31,close,0.18744665384292603
cvae_P6_L1e-06,0,predicative,32,scared,0.17011652886867523
cvae_P6_L1e-06,0,predicative,33,frightened,0.1574832946062088
cvae_P6_L1e-06,0,predicative,34,hungry,0.15201374888420105
cvae_P6_L1e-06,0,predicative,35,free,0.14650917053222656
cvae_P6_L1e-06,0,predicative,36,part,0.1438153237104416
cvae_P6_L1e-06,0,predicative,37,ill,0.13885517418384552
cvae_P6_L1e-06,0,predicative,38,proud,0.11186610907316208
cvae_P6_L1e-06,0,predicative,39,interested,0.11128988862037659
cvae_P6_L1e-06,0,predicative,40,wife,0.10816965252161026
cvae_P6_L1e-06,0,predicative,41,determined,0.09457593411207199
cvae_P6_L1e-06,0,predicative,42,stupid,0.09213725477457047
cvae_P6_L1e-06,0,predicative,43,concerned,0.08323803544044495
cvae_P6_L1e-06,0,predicative,44,mistress,0.08235786855220795
cvae_P6_L1e-06,0,predicative,45,awake,0.07800818234682083
cvae_P6_L1e-06,0,predicative,46,anxious,0.07502073794603348
cvae_P6_L1e-06,0,predicative,47,upset,0.0716245099902153
cvae_P6_L1e-06,0,predicative,48,wrong,0.06998028606176376
cvae_P6_L1e-06,0,predicative,49,careful,0.06183576583862305
cvae_P6_L1e-06,0,predicative,50,ashamed,0.050963547080755234
cvae_P6_L1e-06,1,agent,1,said,1.4553581476211548
cvae_P6_L1e-06,1,agent,2,had,1.0005768537521362
cvae_P6_L1e-06,1,agent,3,looked,0.9444435834884644
cvae_P6_L1e-06,1,agent,4,asked,0.8854266405105591
cvae_P6_L1e-06,1,agent,5,know,0.8792224526405334
cvae_P6_L1e-06,1,agent,6,felt,0.8356956243515015
cvae_P6_L1e-06,1,agent,7,have,0.8312484622001648
cvae_P6_L1e-06,1,agent,8,want,0.8092830181121826
cvae_P6_L1e-06,1,agent,9,thought,0.8090192079544067
cvae_P6_L1e-06,1,agent,10,saw,0.8051235675811768
cvae_P6_L1e-06,1,agent,11,see,0.7840120196342468
cvae_P6_L1e-06,1,agent,12,wanted,0.7787061333656311
cvae_P6_L1e-06,1,agent,13,sat,0.669248640537262
cvae_P6_L1e-06,1,agent,14,think,0.663589596748352
cvae_P6_L1e-06,1,agent,15,say,0.6286797523498535
cvae_P6_L1e-06,1,agent,16,do,0.6169156432151794
cvae_P6_L1e-06,1,agent,17,feel,0.6162779331207275
cvae_P6_L1e-06,1,agent,18,came,0.6059060096740723
cvae_P6_L1e-06,1,agent,19,go,0.590317964553833
cvae_P6_L1e-06,1,agent,20,stood,0.5741478800773621
cvae_P6_L1e-06,1,agent,21,going,0.5731446146965027
cvae_P6_L1e-06,1,agent,22,got,0.5687453150749207
cvae_P6_L1e-06,1,agent,23,tell,0.5497679710388184
cvae_P6_L1e-06,1,agent,24,put,0.545422375202179
cvae_P6_L1e-06,1,agent,25,left,0.5125671625137329
cvae_P6_L1e-06,1,agent,26,take,0.49681732058525085
cvae_P6_L1e-06,1,agent,27,get,0.4806208908557892
cvae_P6_L1e-06,1,agent,28,come,0.46922585368156433
cvae_P6_L1e-06,1,agent,29,let,0.43709006905555725
cvae_P6_L1e-06,1,agent,30,like,0.43123194575309753
cvae_P6_L1e-06,1,agent,31,remember,0.4312179982662201
cvae_P6_L1e-06,1,agent,32,hear,0.42761337757110596
cvae_P6_L1e-06,1,agent,33,understand,0.41951289772987366
cvae_P6_L1e-06,1,agent,34,need,0.4094136655330658
cvae_P6_L1e-06,1,agent,35,look,0.40903240442276
cvae_P6_L1e-06,1,agent,36,make,0.35226863622665405
cvae_P6_L1e-06,1,agent,37,read,0.32669946551322937
cvae_P6_L1e-06,1,agent,38,mean,0.3196897506713867
cvae_P6_L1e-06,1,agent,39,help,0.31060704588890076
cvae_P6_L1e-06,1,agent,40,ask,0.30915945768356323
cvae_P6_L1e-06,1,agent,41,spoke,0.3083014190196991
cvae_P6_L1e-06,1,agent,42,find,0.2917400598526001
cvae_P6_L1e-06,1,agent,43,become,0.28606027364730835
cvae_P6_L1e-06,1,agent,44,try,0.2655371427536011
cvae_P6_L1e-06,1,agent,45,love,0.24952837824821472
cvae_P6_L1e-06,1,agent,46,believe,0.24829716980457306
cvae_P6_L1e-06,1,agent,47,arrived,0.2437400221824646
cvae_P6_L1e-06,1,agent,48,lay,0.22700715065002441
cvae_P6_L1e-06,1,agent,49,leave,0.22087174654006958
cvae_P6_L1e-06,1,agent,50,give,0.21012866497039795
cvae_P6_L1e-06,1,patient,1,tell,1.0668212175369263
cvae_P6_L1e-06,1,patient,2,see,0.995266854763031
cvae_P6_L1e-06,1,patient,3,asked,0.9091233015060425
cvae_P6_L1e-06,1,patient,4,take,0.7829071283340454
cvae_P6_L1e-06,1,patient,5,saw,0.6838811039924622
cvae_P6_L1e-06,1,patient,6,left,0.6350696086883545
cvae_P6_L1e-06,1,patient,7,help,0.6338549852371216
cvae_P6_L1e-06,1,patient,8,ask,0.6235865354537964
cvae_P6_L1e-06,1,patient,9,thank,0.6038658022880554
cvae_P6_L1e-06,1,patient,10,get,0.5798097252845764
cvae_P6_L1e-06,1,patient,11,find,0.5784050226211548
cvae_P6_L1e-06,1,patient,12,put,0.5706428289413452
cvae_P6_L1e-06,1,patient,13,know,0.5665813088417053
cvae_P6_L1e-06,1,patient,14,love,0.5579841732978821
cvae_P6_L1e-06,1,patient,15,keep,0.5480148196220398
cvae_P6_L1e-06,1,patient,16,call,0.4902289807796478
cvae_P6_L1e-06,1,patient,17,bring,0.4799998700618744
cvae_P6_L1e-06,1,patient,18,asking,0.46573686599731445
cvae_P6_L1e-06,1,patient,19,hurt,0.45606499910354614
cvae_P6_L1e-06,1,patient,20,watching,0.4417704641819
cvae_P6_L1e-06,1,patient,21,leave,0.44007551670074463
cvae_P6_L1e-06,1,patient,22,meet,0.4227699041366577
cvae_P6_L1e-06,1,patient,23,stop,0.41324669122695923
cvae_P6_L1e-06,1,patient,24,married,0.40648746490478516
cvae_P6_L1e-06,1,patient,25,gone,0.38116729259490967
cvae_P6_L1e-06,1,patient,26,leaving,0.33977970480918884
cvae_P6_L1e-06,1,patient,27,kill,0.3235803544521332
cvae_P6_L1e-06,1,patient,28,show,0.3186647295951843
cvae_P6_L1e-06,1,patient,29,hold,0.3084545433521271
cvae_P6_L1e-06,1,patient,30,touch,0.2906000316143036
cvae_P6_L1e-06,1,patient,31,forgive,0.28006744384765625
cvae_P6_L1e-06,1,patient,32,kiss,0.2705655097961426
cvae_P6_L1e-06,1,patient,33,teach,0.26246845722198486
cvae_P6_L1e-06,1,patient,34,believe,0.26107868552207947
cvae_P6_L1e-06,1,patient,35,visit,0.25801846385002136
cvae_P6_L1e-06,1,patient,36,let,0.25542086362838745
cvae_P6_L1e-06,1,patient,37,remind,0.2508357763290405
cvae_P6_L1e-06,1,patient,38,protect,0.2271287590265274
cvae_P6_L1e-06,1,patient,39,pull,0.21453244984149933
cvae_P6_L1e-06,1,patient,40,hear,0.21337063610553741
cvae_P6_L1e-06,1,patient,41,force,0.20057936012744904
cvae_P6_L1e-06,1,patient,42,like,0.19999706745147705
cvae_P6_L1e-06,1,patient,43,got,0.1998700201511383
cvae_P6_L1e-06,1,patient,44,push,0.19855201244354248
cvae_P6_L1e-06,1,patient,45,calm,0.1938088983297348
cvae_P6_L1e-06,1,patient,46,recognize,0.1902994066476822
cvae_P6_L1e-06,1,patient,47,cut,0.18952755630016327
cvae_P6_L1e-06,1,patient,48,want,0.1799977719783783
cvae_P6_L1e-06,1,patient,49,give,0.17510496079921722
cvae_P6_L1e-06,1,patient,50,miss,0.17385117709636688
cvae_P6_L1e-06,1,possessive,1,mother,1.2329572439193726
cvae_P6_L1e-06,1,possessive,2,father,1.047813057899475
cvae_P6_L1e-06,1,possessive,3,head,1.0254254341125488
cvae_P6_L1e-06,1,possessive,4,face,1.01604425907135
cvae_P6_L1e-06,1,possessive,5,hand,0.9640671610832214
cvae_P6_L1e-06,1,possessive,6,sister,0.9441352486610413
cvae_P6_L1e-06,1,possessive,7,husband,0.870137631893158
cvae_P6_L1e-06,1,possessive,8,life,0.8565624952316284
cvae_P6_L1e-06,1,possessive,9,hair,0.8215653300285339
cvae_P6_L1e-06,1,possessive,10,room,0.7607678174972534
cvae_P6_L1e-06,1,possessive,11,daughter,0.7603219151496887
cvae_P6_L1e-06,1,possessive,12,body,0.7491282224655151
cvae_P6_L1e-06,1,possessive,13,voice,0.7473402619361877
cvae_P6_L1e-06,1,possessive,14,mind,0.7420165538787842
cvae_P6_L1e-06,1,possessive,15,brother,0.7037683129310608
cvae_P6_L1e-06,1,possessive,16,heart,0.685710608959198
cvae_P6_L1e-06,1,possessive,17,mouth,0.6847522258758545
cvae_P6_L1e-06,1,possessive,18,mom,0.6814953684806824
cvae_P6_L1e-06,1,possessive,19,uncle,0.678135097026825
cvae_P6_L1e-06,1,possessive,20,family,0.6449018716812134
cvae_P6_L1e-06,1,possessive,21,son,0.6341198682785034
cvae_P6_L1e-06,1,possessive,22,dad,0.6060551404953003
cvae_P6_L1e-06,1,possessive,23,grandmother,0.6031308174133301
cvae_P6_L1e-06,1,possessive,24,arm,0.5835732817649841
cvae_P6_L1e-06,1,possessive,25,way,0.5801694393157959
cvae_P6_L1e-06,1,possessive,26,aunt,0.5460802316665649
cvae_P6_L1e-06,1,possessive,27,bed,0.532131552696228
cvae_P6_L1e-06,1,possessive,28,skin,0.5215466618537903
cvae_P6_L1e-06,1,possessive,29,friend,0.5094871520996094
cvae_P6_L1e-06,1,possessive,30,own,0.5079710483551025
cvae_P6_L1e-06,1,possessive,31,shoulder,0.4964022636413574
cvae_P6_L1e-06,1,possessive,32,name,0.4961051940917969
cvae_P6_L1e-06,1,possessive,33,phone,0.49480658769607544
cvae_P6_L1e-06,1,possessive,34,death,0.4855915307998657
cvae_P6_L1e-06,1,possessive,35,neck,0.47309571504592896
cvae_P6_L1e-06,1,possessive,36,stomach,0.45726385712623596
cvae_P6_L1e-06,1,possessive,37,throat,0.4521406888961792
cvae_P6_L1e-06,1,possessive,38,chest,0.45093855261802673
cvae_P6_L1e-06,1,possessive,39,cheek,0.4452650249004364
cvae_P6_L1e-06,1,possessive,40,apartment,0.4326428472995758
cvae_P6_L1e-06,1,possessive,41,gaze,0.38460227847099304
cvae_P6_L1e-06,1,possessive,42,home,0.3803173303604126
cvae_P6_L1e-06,1,possessive,43,back,0.37752383947372437
cvae_P6_L1e-06,1,possessive,44,dress,0.37574970722198486
cvae_P6_L1e-06,1,possessive,45,surprise,0.3677937090396881
cvae_P6_L1e-06,1,possessive,46,nose,0.3663806617259979
cvae_P6_L1e-06,1,possessive,47,breath,0.3648621141910553
cvae_P6_L1e-06,1,possessive,48,side,0.3391207754611969
cvae_P6_L1e-06,1,possessive,49,house,0.31111228466033936
cvae_P6_L1e-06,1,possessive,50,i,0.31039199233055115
cvae_P6_L1e-06,1,predicative,1,sure,0.8480982780456543
cvae_P6_L1e-06,1,predicative,2,sorry,0.7680802941322327
cvae_P6_L1e-06,1,predicative,3,happy,0.6711919903755188
cvae_P6_L1e-06,1,predicative,4,afraid,0.6553630232810974
cvae_P6_L1e-06,1,predicative,5,girl,0.6515136957168579
cvae_P6_L1e-06,1,predicative,6,tired,0.6120708584785461
cvae_P6_L1e-06,1,predicative,7,old,0.5641510486602783
cvae_P6_L1e-06,1,predicative,8,right,0.5533213019371033
cvae_P6_L1e-06,1,predicative,9,woman,0.44176948070526123
cvae_P6_L1e-06,1,predicative,10,ready,0.4365423023700714
cvae_P6_L1e-06,1,predicative,11,aware,0.40735793113708496
cvae_P6_L1e-06,1,predicative,12,good,0.40126264095306396
cvae_P6_L1e-06,1,predicative,13,beautiful,0.3878147304058075
cvae_P6_L1e-06,1,predicative,14,child,0.38600531220436096
cvae_P6_L1e-06,1,predicative,15,lucky,0.3834020793437958
cvae_P6_L1e-06,1,predicative,16,busy,0.36980557441711426
cvae_P6_L1e-06,1,predicative,17,mother,0.36750322580337524
cvae_P6_L1e-06,1,predicative,18,angry,0.36533161997795105
cvae_P6_L1e-06,1,predicative,19,person,0.3401559591293335
cvae_P6_L1e-06,1,predicative,20,sister,0.3294517993927002
cvae_P6_L1e-06,1,predicative,21,dead,0.31488513946533203
cvae_P6_L1e-06,1,predicative,22,asleep,0.3119770884513855
cvae_P6_L1e-06,1,predicative,23,close,0.29960352182388306
cvae_P6_L1e-06,1,predicative,24,free,0.2780477702617645
cvae_P6_L1e-06,1,predicative,25,nervous,0.27522069215774536
cvae_P6_L1e-06,1,predicative,26,alone,0.27229705452919006
cvae_P6_L1e-06,1,predicative,27,sick,0.2668232321739197
cvae_P6_L1e-06,1,predicative,28,fine,0.2541753351688385
cvae_P6_L1e-06,1,predicative,29,daughter,0.2504412829875946
cvae_P6_L1e-06,1,predicative,30,pregnant,0.24253760278224945
cvae_P6_L1e-06,1,predicative,31,part,0.23920069634914398
cvae_P6_L1e-06,1,predicative,32,proud,0.22224268317222595
cvae_P6_L1e-06,1,predicative,33,man,0.20304983854293823
cvae_P6_L1e-06,1,predicative,34,hungry,0.20231392979621887
cvae_P6_L1e-06,1,predicative,35,ill,0.1941635012626648
cvae_P6_L1e-06,1,predicative,36,wrong,0.17845572531223297
cvae_P6_L1e-06,1,predicative,37,stupid,0.17068378627300262
cvae_P6_L1e-06,1,predicative,38,mistress,0.15705426037311554
cvae_P6_L1e-06,1,predicative,39,frightened,0.15564469993114471
cvae_P6_L1e-06,1,predicative,40,baby,0.14645656943321228
cvae_P6_L1e-06,1,predicative,41,awake,0.14143802225589752
cvae_P6_L1e-06,1,predicative,42,friend,0.13271455466747284
cvae_P6_L1e-06,1,predicative,43,wife,0.12935109436511993
cvae_P6_L1e-06,1,predicative,44,interested,0.12516383826732635
cvae_P6_L1e-06,1,predicative,45,smart,0.114722341299057
cvae_P6_L1e-06,1,predicative,46,scared,0.11432164162397385
cvae_P6_L1e-06,1,predicative,47,anxious,0.10563865303993225
cvae_P6_L1e-06,1,predicative,48,special,0.1054254025220871
cvae_P6_L1e-06,1,predicative,49,upset,0.09506550431251526
